CPERSONA_COMPANIA	CSUBSISTEMA	CGRUPOPRODUCTO	CPRODUCTO	CTIPOBANCA	CESTATUSCUENTA	CSUBSISTEMA_TRANSACCION	CTRANSACCION	VERSIONTRANSACCION	CMONEDA	CTIPOHORARIO	DIASEMANA	FHASTA	FDESDE	HORADESDE	HORAHASTA	MONTOMAXIMO	CODIGOREGISTRO	VERSIONCONTROL
2	01	01	001	1	001	01	0142	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014201USDN3	0
2	01	01	001	1	001	01	0143	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014301USDN3	0
2	01	01	001	1	001	01	0144	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014401USDN3	0
2	01	01	001	1	001	01	0145	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014501USDN3	0
2	01	01	001	1	001	01	0146	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014601USDN3	0
2	01	01	001	1	001	01	0147	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014701USDN3	0
2	01	01	001	1	001	01	0148	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014801USDN3	0
2	01	01	001	1	001	01	0149	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101014901USDN3	0
2	01	01	001	1	001	01	0150	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015001USDN3	0
2	01	01	001	1	001	01	0155	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015501USDN3	0
2	01	01	001	1	001	01	0156	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015601USDN3	0
2	01	01	001	1	001	01	0157	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015701USDN3	0
2	01	01	001	1	001	01	0158	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015801USDN3	0
2	01	01	001	1	001	01	0159	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015901USDN3	0
2	01	01	001	1	001	01	0160	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016001USDN3	0
2	01	01	001	1	001	01	0163	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016301USDN3	0
2	01	01	001	1	001	01	0164	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016401USDN3	0
2	01	01	001	1	001	01	0165	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016501USDN3	0
2	01	01	001	1	001	01	0166	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016601USDN3	0
2	01	01	001	1	001	01	0167	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016701USDN3	0
2	01	01	001	1	001	01	0168	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016801USDN3	0
2	01	01	001	1	001	01	0171	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101017101USDN3	0
2	01	01	001	1	001	01	0174	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101017401USDN3	0
2	01	01	001	1	001	01	0175	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101017501USDN3	0
2	01	01	001	1	001	01	0177	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101017701USDN3	0
2	01	01	001	1	001	01	0178	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101017801USDN3	0
2	01	01	001	1	001	01	0190	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101019001USDN3	0
2	02	01	001	1	001	02	2054	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102205401USDN4	0
2	02	01	001	1	001	02	2200	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102220001USDN4	0
2	02	01	001	1	001	02	4033	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403301USDN3	0
2	02	01	001	1	001	02	4037	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403701USDN3	0
2	05	00	000	1	001	05	3016	01	USD	N	6	31/12/2999 0:00:00,000000	23/4/2018 21:33:22,194362	0700	2359	100000	20500000100105301601USDN6	1
2	02	01	001	1	001	02	5005	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102500501USDN3	0
2	05	00	000	1	001	05	3016	01	USD	N	7	31/12/2999 0:00:00,000000	23/4/2018 21:33:22,253053	0700	2359	100000	20500000100105301601USDN7	1
2	02	01	001	1	001	02	4323	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102432301USDN3	0
2	02	01	001	1	001	02	4324	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102432401USDN3	0
2	02	01	001	1	001	02	4325	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102432501USDN3	0
2	02	01	001	1	001	02	4326	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102432601USDN3	0
2	02	01	001	1	001	02	4327	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102432701USDN3	0
2	02	01	001	1	001	02	4400	01	USD	N	3	31/12/2999 0:00:00,000000	1/6/2011 10:52:26,000000	0800	2400	9999999	20201001100102440001USDN3	1
2	02	01	001	1	001	02	4500	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102450001USDN3	0
2	02	01	001	1	001	02	4501	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102450101USDN3	0
2	02	01	001	1	001	02	4502	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102450201USDN3	0
2	02	01	001	1	001	02	4503	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102450301USDN3	0
2	02	01	001	1	001	02	4510	01	USD	N	3	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102451001USDN3	0
2	01	00	000	1	001	01	9022	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902201USDN7	0
2	01	00	000	1	001	01	9023	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902301USDN7	0
2	01	00	000	1	001	01	9024	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902401USDN7	0
2	01	00	000	1	001	01	9025	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902501USDN7	0
2	01	00	000	1	001	01	9070	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101907001USDN1	0
2	01	00	000	1	001	01	9072	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101907201USDN1	0
2	01	00	000	1	001	01	9073	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101907301USDN1	0
2	01	00	000	1	001	01	9074	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101907401USDN1	0
2	02	00	000	1	001	02	1024	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20200000100102102401USDN1	0
2	02	00	000	1	001	02	1025	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20200000100102102501USDN1	0
2	02	00	000	1	001	02	1026	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20200000100102102601USDN1	0
2	02	00	000	1	001	02	1027	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20200000100102102701USDN1	0
2	02	00	000	1	001	02	1029	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20200000100102102901USDN1	0
2	02	01	001	1	001	02	2053	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102205301USDN7	0
2	02	01	001	1	001	02	3510	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102351001USDN4	0
2	02	01	001	1	001	02	4000	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400001USDN4	0
2	02	01	001	1	001	02	4001	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400101USDN4	0
2	02	01	001	1	001	02	4002	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400201USDN4	0
2	02	01	001	1	001	02	4005	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400501USDN4	0
2	02	01	001	1	001	02	4006	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400601USDN4	0
2	02	01	001	1	001	02	4007	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400701USDN4	0
2	02	01	001	1	001	02	4008	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400801USDN4	0
2	02	01	001	1	001	02	4009	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400901USDN4	0
2	02	01	001	1	001	02	4010	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102401001USDN4	0
2	01	01	001	1	001	01	0100	01	USD	N	4	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101010001USDN4	0
2	01	01	001	1	001	01	2000	01	USD	N	1	31/12/2999 0:00:00,000000	2/3/2014 12:59:52,000000	0000	2400	10000000	14420101001100101200001USDN1	0
2	02	01	001	1	001	02	5023	01	USD	N	7	18/9/2014 10:22:31,000000	17/9/2014 17:34:15,000000	0730	2100	10000	12020201001100102502301USDN7	0
2	14	00	000	1	002	14	6003	01	USD	N	7	31/12/2999 0:00:00,000000	14/9/2016 17:52:09,041000	0000	2400	10000000	121400000100214600301USDN7	1
2	14	01	001	1	001	14	2020	01	USD	N	1	31/12/2999 0:00:00,000000	15/10/2013 0:00:00,000000	0700	2400	10000000	2121401001100114202001USDN1	0
2	14	01	001	1	001	14	3005	01	USD	N	1	31/12/2999 0:00:00,000000	15/10/2013 0:00:00,000000	0700	2400	10000000	2121401001100114300501USDN1	0
2	14	01	001	1	001	14	2020	01	USD	N	2	31/12/2999 0:00:00,000000	15/10/2013 0:00:00,000000	0700	2400	10000000	2121401001100114202001USDN2	0
2	28	01	001	1	002	28	2000	01	USD	N	1	31/12/2999 0:00:00,000000	25/6/2013 14:30:16,000000	0000	2400		122801001100228200001USDN1	0
2	28	01	001	1	002	28	2001	01	USD	N	6	31/12/2999 0:00:00,000000	25/6/2013 14:30:18,000000	0000	2400		122801001100228200101USDN6	0
2	28	01	001	1	002	28	2001	01	USD	N	7	31/12/2999 0:00:00,000000	25/6/2013 14:30:18,000000	0000	2400		122801001100228200101USDN7	0
2	02	01	001	1	001	02	4023	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402301USDN7	0
2	02	01	001	1	001	02	4024	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402401USDN7	0
2	02	01	001	1	001	02	4025	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402501USDN7	0
2	02	01	001	1	001	02	4026	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402601USDN7	0
2	02	01	001	1	001	02	4027	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402701USDN7	0
2	02	01	001	1	001	02	4028	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402801USDN7	0
2	02	01	001	1	001	02	4029	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402901USDN7	0
2	02	01	001	1	001	02	4030	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403001USDN7	0
2	02	01	001	1	001	02	4031	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403101USDN7	0
2	02	01	001	1	001	02	4032	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403201USDN7	0
2	02	01	001	1	001	02	4033	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403301USDN7	0
2	02	01	001	1	001	02	4034	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403401USDN7	0
2	02	01	001	1	001	02	4035	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403501USDN7	0
2	02	01	001	1	001	02	4036	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403601USDN7	0
2	02	01	001	1	001	02	4037	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102403701USDN7	0
2	02	01	001	1	001	02	4050	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102405001USDN7	0
2	02	01	001	1	001	02	4053	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102405301USDN7	0
2	02	01	001	1	001	02	4099	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102409901USDN7	0
2	02	01	001	1	001	02	4101	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102410101USDN7	0
2	02	01	001	1	001	02	4102	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102410201USDN7	0
2	02	01	001	1	001	02	4103	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102410301USDN7	0
2	02	01	001	1	001	02	4104	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102410401USDN7	0
2	02	01	001	1	001	02	4105	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102410501USDN7	0
2	02	01	001	1	001	02	4106	01	USD	N	7	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102410601USDN7	0
2	01	00	000	1	001	01	9021	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902101USDN5	0
2	01	00	000	1	001	01	9022	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902201USDN5	0
2	01	00	000	1	001	01	9023	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902301USDN5	0
2	01	00	000	1	001	01	9024	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20100000100101902401USDN5	0
2	05	00	000	1	001	05	3100	01	USD	N	3	31/12/2999 0:00:00,000000	8/3/2016 9:44:23,585000	0000	2400	10000000	14420500000100105310001USDN3	3
2	01	01	001	1	001	01	0100	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101010001USDN5	0
2	05	00	000	1	001	05	3100	01	USD	N	4	31/12/2999 0:00:00,000000	8/3/2016 9:44:23,603000	0000	2400	10000000	14420500000100105310001USDN4	3
2	00	01	001	1	001	00	2001	01	USD	N	4	31/12/2999 0:00:00,000000	5/3/2014 13:05:02,000000	0000	2400		15320001001100100200101USDN4	0
2	00	01	001	1	001	00	2003	01	USD	N	3	31/12/2999 0:00:00,000000	5/3/2014 15:50:11,000000	0000	2400		15320001001100100200301USDN3	0
2	00	01	001	1	001	00	2005	01	USD	N	4	31/12/2999 0:00:00,000000	5/3/2014 15:51:05,000000	0000	2400		15320001001100100200501USDN4	0
2	01	01	001	1	001	01	0115	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101011501USDN5	0
2	05	00	000	1	001	05	3001	01	USD	N	1	31/12/2999 0:00:00,000000	23/4/2018 21:33:27,039277	0700	2359	100000	20500000100105300101USDN1	1
2	14	01	001	1	002	14	5007	01	USD	N	1	31/12/2999 0:00:00,000000	10/4/2014 7:51:46,000000	0000	2400		121401101100214500701USDN1	0
2	05	00	000	1	001	05	3001	01	USD	N	2	31/12/2999 0:00:00,000000	23/4/2018 21:33:27,112553	0700	2359	100000	20500000100105300101USDN2	1
2	14	01	001	1	002	14	5007	01	USD	N	6	31/12/2999 0:00:00,000000	10/4/2014 7:51:47,000000	0000	2400		121401101100214500701USDN6	0
2	00	01	001	1	001	00	0137	01	USD	N	1	31/12/2999 0:00:00,000000	6/3/2014 10:59:12,000000	0000	2400		15320001001100100013701USDN1	0
2	00	01	001	1	001	00	0137	01	USD	N	2	31/12/2999 0:00:00,000000	6/3/2014 10:59:14,000000	0000	2400		15320001001100100013701USDN2	0
2	00	01	001	1	001	00	0137	01	USD	N	5	31/12/2999 0:00:00,000000	6/3/2014 10:59:26,000000	0000	2400		15320001001100100013701USDN5	0
2	02	01	001	1	001	02	4024	01	USD	N	6	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402401USDN6	0
2	02	01	001	1	001	02	4026	01	USD	N	6	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402601USDN6	0
2	02	01	001	1	001	02	4027	01	USD	N	6	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102402701USDN6	0
2	01	01	001	1	001	01	0156	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015601USDN5	0
2	01	01	001	1	001	01	0157	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015701USDN5	0
2	01	01	001	1	001	01	0158	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015801USDN5	0
2	01	01	001	1	001	01	0159	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101015901USDN5	0
2	01	01	001	1	001	01	0160	01	USD	N	5	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20101001100101016001USDN5	0
2	02	01	001	1	001	02	3000	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102300001USDN1	0
2	02	01	001	1	001	02	3130	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102313001USDN1	0
2	25	00	000	1	001	25	2012	01	USD	N	1	31/8/2017 16:28:14,032000	18/8/2017 15:35:53,454076	0800	1930	100000	22500000100125201201USDN1	1
2	25	00	000	1	001	25	2012	01	USD	N	2	31/8/2017 16:28:14,077000	18/8/2017 15:35:53,509675	0800	1930	100000	22500000100125201201USDN2	1
2	25	00	000	1	001	25	2012	01	USD	N	3	31/8/2017 16:28:14,107000	18/8/2017 15:35:53,555278	0800	1930	100000	22500000100125201201USDN3	1
2	25	00	000	1	001	25	2012	01	USD	N	4	31/8/2017 16:28:14,126000	18/8/2017 15:35:53,602744	0800	1930	100000	22500000100125201201USDN4	1
2	25	00	000	1	001	25	2012	01	USD	N	5	31/8/2017 16:28:14,151000	18/8/2017 15:35:53,657317	0800	1930	100000	22500000100125201201USDN5	1
2	25	00	000	1	001	25	2012	01	USD	N	6	31/8/2017 16:28:14,181000	18/8/2017 15:35:53,701779	0800	1930	100000	22500000100125201201USDN6	1
2	25	00	000	1	001	25	2012	01	USD	N	7	31/8/2017 16:28:14,207000	18/8/2017 15:35:53,753260	0800	1930	100000	22500000100125201201USDN7	1
2	02	01	001	1	001	02	3212	01	USD	N	1	31/12/2999 0:00:00,000000	11/5/2017 16:36:39,060000	0800	2200	10000000	20201001100102321201USDN1	1
2	25	00	000	1	001	25	4014	01	USD	N	1	31/8/2017 21:05:16,175000	18/8/2017 15:35:47,159962	0800	2100	100000	22500000100125401401USDN1	1
2	25	00	000	1	001	25	4014	01	USD	N	2	31/8/2017 21:05:16,192000	18/8/2017 15:35:47,213924	0800	2100	100000	22500000100125401401USDN2	1
2	02	01	001	1	001	02	3217	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102321701USDN1	0
2	02	01	001	1	001	02	3219	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102321901USDN1	0
2	25	00	000	1	001	25	4014	01	USD	N	3	31/8/2017 21:05:16,209000	18/8/2017 15:35:47,259127	0800	2100	100000	22500000100125401401USDN3	1
2	25	00	000	1	001	25	4014	01	USD	N	4	31/8/2017 21:05:16,228000	18/8/2017 15:35:47,308546	0800	2100	100000	22500000100125401401USDN4	1
2	25	00	000	1	001	25	4014	01	USD	N	5	31/8/2017 21:05:16,246000	18/8/2017 15:35:47,366555	0800	2100	100000	22500000100125401401USDN5	1
2	25	00	000	1	001	25	4014	01	USD	N	6	31/8/2017 21:05:16,319000	18/8/2017 15:35:47,414230	0800	2100	100000	22500000100125401401USDN6	1
2	25	00	000	1	001	25	4014	01	USD	N	7	31/8/2017 21:05:16,350000	18/8/2017 15:35:47,467259	0800	2100	100000	22500000100125401401USDN7	1
2	25	00	000	1	001	25	3016	01	USD	N	1	31/8/2017 21:06:54,203000	18/8/2017 15:35:48,324921	0800	2100	100000	22500000100125301601USDN1	1
2	02	01	001	1	001	02	3311	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102331101USDN1	0
2	25	00	000	1	001	25	3016	01	USD	N	2	31/8/2017 21:06:54,226000	18/8/2017 15:35:48,370690	0800	2100	100000	22500000100125301601USDN2	1
2	25	00	000	1	001	25	3016	01	USD	N	3	31/8/2017 21:06:54,245000	18/8/2017 15:35:48,428325	0800	2100	100000	22500000100125301601USDN3	1
2	25	00	000	1	001	25	3016	01	USD	N	4	31/8/2017 21:06:54,267000	18/8/2017 15:35:48,471719	0800	2100	100000	22500000100125301601USDN4	1
2	25	00	000	1	001	25	3016	01	USD	N	5	31/8/2017 21:06:54,285000	18/8/2017 15:35:48,517211	0800	2100	100000	22500000100125301601USDN5	1
2	25	00	000	1	001	25	3016	01	USD	N	6	31/8/2017 21:06:54,305000	18/8/2017 15:35:48,568446	0800	2100	100000	22500000100125301601USDN6	1
2	25	00	000	1	001	25	3016	01	USD	N	7	31/8/2017 21:06:54,325000	18/8/2017 15:35:48,618172	0800	2100	100000	22500000100125301601USDN7	1
2	12	00	000	1	001	12	4051	01	USD	N	1	31/8/2017 21:07:34,746000	21/8/2017 12:40:27,294000	0700	2200	1000000	21200000100112405101USDN1	0
2	12	00	000	1	001	12	4051	01	USD	N	2	31/8/2017 21:07:34,765000	21/8/2017 12:40:27,266000	0700	2200	1000000	21200000100112405101USDN2	0
2	02	01	001	1	001	02	3323	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102332301USDN1	0
2	02	01	001	1	001	02	3324	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102332401USDN1	0
2	02	01	001	1	001	02	3325	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102332501USDN1	0
2	02	01	001	1	001	02	3326	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102332601USDN1	0
2	02	01	001	1	001	02	3327	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102332701USDN1	0
2	02	01	001	1	001	02	3400	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102340001USDN1	0
2	02	01	001	1	001	02	3500	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102350001USDN1	0
2	02	01	001	1	001	02	3501	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102350101USDN1	0
2	02	01	001	1	001	02	3510	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102351001USDN1	0
2	02	01	001	1	001	02	4000	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400001USDN1	0
2	02	01	001	1	001	02	4001	01	USD	N	1	31/12/2999 0:00:00,000000	1/1/2002 0:00:00,000000	0000	2400	10000000	20201001100102400101USDN1	0
