CPERSONA_COMPANIA	CSUBSISTEMA	CGRUPOPRODUCTO	CPRODUCTO	CTIPOBANCA	CESTATUSCUENTA	CSUBSISTEMA_TRANSACCION	CTRANSACCION	VERSIONTRANSACCION	VERSIONCONTROL
2	04	06	614	1	003	04	2110	01	0
2	04	06	614	1	004	04	2110	01	0
2	04	06	614	1	005	04	2110	01	0
2	04	07	001	1	001	04	2110	01	0
2	04	07	001	1	002	04	2110	01	0
2	04	07	001	1	003	04	2110	01	0
2	04	07	001	1	004	04	2110	01	0
2	04	07	001	1	005	04	2110	01	0
2	04	90	990	1	001	04	2110	01	0
2	04	90	990	1	002	04	2110	01	0
2	04	90	990	1	003	04	2110	01	0
2	04	90	990	1	004	04	2110	01	0
2	04	90	990	1	005	04	2110	01	0
2	04	90	991	1	001	04	2110	01	0
2	04	90	991	1	002	04	2110	01	0
2	04	90	991	1	003	04	2110	01	0
2	04	90	991	1	004	04	2110	01	0
2	04	90	991	1	005	04	2110	01	0
2	04	90	992	1	001	04	2110	01	0
2	04	90	992	1	002	04	2110	01	0
2	04	01	101	1	002	04	2020	01	0
2	04	01	101	1	003	04	2020	01	0
2	04	01	101	1	004	04	2020	01	0
2	04	01	101	1	005	04	2020	01	0
2	04	01	102	1	001	04	2020	01	0
2	04	01	102	1	002	04	2020	01	0
2	04	01	102	1	003	04	2020	01	0
2	04	01	102	1	004	04	2020	01	0
2	04	01	102	1	005	04	2020	01	0
2	04	02	204	1	001	04	2020	01	0
2	04	02	204	1	002	04	2020	01	0
2	04	02	204	1	003	04	2020	01	0
2	04	02	204	1	004	04	2020	01	0
2	04	02	204	1	005	04	2020	01	0
2	04	02	208	1	001	04	2020	01	0
2	04	02	208	1	002	04	2020	01	0
2	04	02	208	1	003	04	2020	01	0
2	04	02	208	1	004	04	2020	01	0
2	04	02	208	1	005	04	2020	01	0
2	04	03	305	1	001	04	2020	01	0
2	04	03	305	1	002	04	2020	01	0
2	04	03	305	1	003	04	2020	01	0
2	04	03	305	1	004	04	2020	01	0
2	04	03	305	1	005	04	2020	01	0
2	04	04	403	1	001	04	2020	01	0
2	04	04	403	1	002	04	2020	01	0
2	04	04	403	1	003	04	2020	01	0
2	04	04	403	1	004	04	2020	01	0
2	04	04	403	1	005	04	2020	01	0
2	04	04	405	1	001	04	2020	01	0
2	04	04	405	1	002	04	2020	01	0
2	04	04	405	1	003	04	2020	01	0
2	04	04	405	1	004	04	2020	01	0
2	04	04	405	1	005	04	2020	01	0
2	04	04	406	1	001	04	2020	01	0
2	04	04	406	1	002	04	2020	01	0
2	04	04	406	1	003	04	2020	01	0
2	04	04	406	1	004	04	2020	01	0
2	04	04	406	1	005	04	2020	01	0
2	04	04	407	1	001	04	2020	01	0
2	04	04	407	1	002	04	2020	01	0
2	04	04	407	1	003	04	2020	01	0
2	04	04	407	1	004	04	2020	01	0
2	04	04	407	1	005	04	2020	01	0
2	04	04	408	1	001	04	2020	01	0
2	04	04	408	1	002	04	2020	01	0
2	04	04	408	1	003	04	2020	01	0
2	04	04	408	1	004	04	2020	01	0
2	04	04	408	1	005	04	2020	01	0
2	04	05	510	1	001	04	2020	01	0
2	04	05	510	1	002	04	2020	01	0
2	04	05	510	1	003	04	2020	01	0
2	04	05	510	1	004	04	2020	01	0
2	04	05	510	1	005	04	2020	01	0
2	04	06	614	1	001	04	2020	01	0
2	04	06	614	1	002	04	2020	01	0
2	04	06	614	1	003	04	2020	01	0
2	04	06	614	1	004	04	2020	01	0
2	04	06	614	1	005	04	2020	01	0
2	04	07	001	1	001	04	2020	01	0
2	04	07	001	1	002	04	2020	01	0
2	04	07	001	1	003	04	2020	01	0
2	04	07	001	1	004	04	2020	01	0
2	04	07	001	1	005	04	2020	01	0
2	04	90	990	1	001	04	2020	01	0
2	04	90	990	1	002	04	2020	01	0
2	04	90	990	1	003	04	2020	01	0
2	04	90	990	1	004	04	2020	01	0
2	04	90	990	1	005	04	2020	01	0
2	04	90	991	1	001	04	2020	01	0
2	04	90	991	1	002	04	2020	01	0
2	04	90	991	1	003	04	2020	01	0
2	04	90	991	1	004	04	2020	01	0
2	04	90	991	1	005	04	2020	01	0
2	04	90	992	1	001	04	2020	01	0
2	04	90	992	1	002	04	2020	01	0
2	04	90	992	1	003	04	2020	01	0
2	04	90	992	1	004	04	2020	01	0
2	04	90	992	1	005	04	2020	01	0
2	04	91	991	1	001	04	2020	01	0
2	04	91	991	1	002	04	2020	01	0
2	04	91	991	1	003	04	2020	01	0
2	04	91	991	1	004	04	2020	01	0
2	04	91	991	1	005	04	2020	01	0
2	04	92	990	1	001	04	2020	01	0
2	04	92	990	1	002	04	2020	01	0
2	04	92	990	1	003	04	2020	01	0
2	04	92	990	1	004	04	2020	01	0
2	04	92	990	1	005	04	2020	01	0
2	04	00	000	1	001	04	2026	01	0
2	04	00	000	1	002	04	2026	01	0
2	04	00	000	1	003	04	2026	01	0
2	04	00	000	1	004	04	2026	01	0
2	04	00	000	1	005	04	2026	01	0
2	04	01	101	1	001	04	2026	01	0
2	04	01	101	1	002	04	2026	01	0
2	04	05	510	1	001	04	2008	01	0
2	15	00	000	1	001	15	1021	01	0
2	02	00	000	1	001	02	2500	01	0
2	02	00	000	1	001	02	4507	01	0
2	02	00	000	1	001	02	4506	01	0
2	02	00	000	1	001	02	4508	01	0
2	02	00	000	1	001	02	2501	01	0
2	02	00	000	1	001	02	7508	01	0
2	02	00	000	1	001	02	7507	01	0
2	02	00	000	1	001	02	7509	01	0
2	02	00	000	1	001	02	7510	01	0
2	04	02	208	1	003	04	5054	01	0
2	04	01	101	1	004	04	2026	01	0
2	04	01	101	1	005	04	2026	01	0
2	04	01	102	1	001	04	2026	01	0
2	04	01	102	1	002	04	2026	01	0
2	04	01	102	1	003	04	2026	01	0
2	04	01	102	1	004	04	2026	01	0
2	04	01	102	1	005	04	2026	01	0
2	04	02	204	1	001	04	2026	01	0
2	04	02	204	1	002	04	2026	01	0
2	04	02	204	1	003	04	2026	01	0
2	04	02	204	1	004	04	2026	01	0
2	04	02	204	1	005	04	2026	01	0
2	04	02	208	1	001	04	2026	01	0
2	04	02	208	1	002	04	2026	01	0
2	04	02	208	1	003	04	2026	01	0
2	04	02	208	1	004	04	2026	01	0
2	04	02	208	1	005	04	2026	01	0
2	04	03	305	1	001	04	2026	01	0
2	04	03	305	1	002	04	2026	01	0
2	04	03	305	1	003	04	2026	01	0
2	04	03	305	1	004	04	2026	01	0
2	04	03	305	1	005	04	2026	01	0
2	04	04	403	1	001	04	2026	01	0
2	04	04	403	1	002	04	2026	01	0
2	04	04	403	1	003	04	2026	01	0
2	04	04	403	1	004	04	2026	01	0
2	04	04	403	1	005	04	2026	01	0
2	04	04	405	1	001	04	2026	01	0
2	04	04	405	1	002	04	2026	01	0
2	04	04	405	1	003	04	2026	01	0
2	04	04	405	1	004	04	2026	01	0
2	04	04	405	1	005	04	2026	01	0
2	04	04	406	1	001	04	2026	01	0
2	04	04	406	1	002	04	2026	01	0
2	04	04	406	1	003	04	2026	01	0
2	04	04	406	1	004	04	2026	01	0
2	04	04	406	1	005	04	2026	01	0
2	04	04	407	1	001	04	2026	01	0
2	04	04	407	1	002	04	2026	01	0
2	04	04	403	1	001	04	5054	01	0
2	04	04	403	1	002	04	5054	01	0
2	04	04	403	1	003	04	5054	01	0
2	04	04	403	1	004	04	5054	01	0
2	04	04	403	1	005	04	5054	01	0
2	04	04	405	1	001	04	5054	01	0
2	04	04	405	1	002	04	5054	01	0
2	04	04	405	1	003	04	5054	01	0
2	04	04	405	1	004	04	5054	01	0
2	04	04	405	1	005	04	5054	01	0
2	04	04	406	1	001	04	5054	01	0
2	04	04	406	1	002	04	5054	01	0
2	04	04	406	1	003	04	5054	01	0
2	04	04	406	1	004	04	5054	01	0
2	04	04	406	1	005	04	5054	01	0
2	04	04	407	1	001	04	5054	01	0
2	04	04	407	1	002	04	5054	01	0
2	04	04	407	1	003	04	5054	01	0
2	04	04	407	1	004	04	5054	01	0
2	04	04	407	1	005	04	5054	01	0
2	04	04	408	1	001	04	5054	01	0
2	04	04	408	1	002	04	5054	01	0
2	04	04	408	1	003	04	5054	01	0
2	04	04	408	1	004	04	5054	01	0
2	04	04	408	1	005	04	5054	01	0
2	04	05	510	1	001	04	5054	01	0
2	04	05	510	1	002	04	5054	01	0
2	04	05	510	1	003	04	5054	01	0
2	04	05	510	1	004	04	5054	01	0
2	04	05	510	1	005	04	5054	01	0
2	04	06	614	1	001	04	5054	01	0
2	04	06	614	1	002	04	5054	01	0
2	04	06	614	1	003	04	5054	01	0
2	04	06	614	1	004	04	5054	01	0
2	04	06	614	1	005	04	5054	01	0
2	04	07	001	1	001	04	5054	01	0
2	04	07	001	1	002	04	5054	01	0
2	04	07	001	1	003	04	5054	01	0
2	04	07	001	1	004	04	5054	01	0
2	04	07	001	1	005	04	5054	01	0
2	04	90	990	1	001	04	5054	01	0
2	04	90	990	1	002	04	5054	01	0
2	04	90	990	1	003	04	5054	01	0
2	04	90	990	1	004	04	5054	01	0
2	04	90	990	1	005	04	5054	01	0
2	04	90	991	1	001	04	5054	01	0
2	04	90	991	1	002	04	5054	01	0
2	04	90	991	1	003	04	5054	01	0
2	04	90	991	1	004	04	5054	01	0
2	04	90	991	1	005	04	5054	01	0
2	04	90	992	1	001	04	5054	01	0
2	04	90	992	1	002	04	5054	01	0
2	04	90	992	1	003	04	5054	01	0
2	04	90	992	1	004	04	5054	01	0
2	04	90	992	1	005	04	5054	01	0
2	04	91	991	1	001	04	5054	01	0
2	04	91	991	1	002	04	5054	01	0
2	04	91	991	1	003	04	5054	01	0
2	04	91	991	1	004	04	5054	01	0
2	04	91	991	1	005	04	5054	01	0
2	04	02	02	1	002	04	4044	01	0
2	04	08	10	1	002	04	4044	01	0
2	04	01	01	1	002	04	6054	01	0
2	04	01	05	1	002	04	6054	01	0
2	04	01	06	1	002	04	6054	01	0
2	04	01	07	1	002	04	6054	01	0
2	04	01	11	1	002	04	6054	01	0
2	04	02	02	1	002	04	6054	01	0
2	04	08	10	1	002	04	6054	01	0
2	04	01	01	1	002	04	2008	01	0
2	04	01	05	1	002	04	2008	01	0
2	04	01	06	1	002	04	2008	01	0
2	04	01	07	1	002	04	2008	01	0
2	04	01	11	1	002	04	2008	01	0
2	04	02	02	1	002	04	2008	01	0
2	04	08	10	1	002	04	2008	01	0
2	04	01	01	1	002	04	6008	01	0
2	04	01	05	1	002	04	6008	01	0
2	04	01	06	1	002	04	6008	01	0
2	04	01	07	1	002	04	6008	01	0
2	04	01	11	1	002	04	6008	01	0
2	04	02	02	1	002	04	6008	01	0
2	04	08	10	1	002	04	6008	01	0
2	04	01	01	1	002	04	6047	01	0
2	04	01	05	1	002	04	6047	01	0
2	04	01	06	1	002	04	6047	01	0
2	04	01	07	1	002	04	6047	01	0
2	04	01	11	1	002	04	6047	01	0
2	04	02	02	1	002	04	6047	01	0
2	04	08	10	1	002	04	6047	01	0
2	04	01	01	1	002	04	4036	01	0
2	04	01	05	1	002	04	4036	01	0
2	04	01	06	1	002	04	4036	01	0
2	04	01	07	1	002	04	4036	01	0
2	04	01	11	1	002	04	4036	01	0
2	04	02	02	1	002	04	4036	01	0
2	04	08	10	1	002	04	4036	01	0
2	04	01	01	1	002	04	3021	01	0
2	04	01	05	1	002	04	3021	01	0
2	04	01	06	1	002	04	3021	01	0
2	04	01	07	1	002	04	3021	01	0
2	04	01	11	1	002	04	3021	01	0
2	04	02	02	1	002	04	3021	01	0
2	04	08	10	1	002	04	3021	01	0
2	04	01	01	1	002	04	4043	01	0
2	04	01	05	1	002	04	4043	01	0
2	04	01	06	1	002	04	4043	01	0
2	04	01	07	1	002	04	4043	01	0
2	04	01	11	1	002	04	4043	01	0
2	04	02	02	1	002	04	4043	01	0
2	04	08	10	1	002	04	4043	01	0
2	04	01	01	1	002	04	6036	01	0
2	04	01	05	1	002	04	6036	01	0
2	04	01	06	1	002	04	6036	01	0
2	04	01	07	1	002	04	6036	01	0
2	04	01	11	1	002	04	6036	01	0
2	04	02	02	1	002	04	6036	01	0
2	04	08	10	1	002	04	6036	01	0
2	04	01	01	1	002	04	6055	01	0
2	04	01	05	1	002	04	6055	01	0
2	04	01	06	1	002	04	6055	01	0
2	04	01	07	1	002	04	6055	01	0
2	04	01	11	1	002	04	6055	01	0
2	04	02	02	1	002	04	6055	01	0
2	04	08	10	1	002	04	6055	01	0
2	04	01	01	1	002	04	4021	01	0
2	04	01	05	1	002	04	4021	01	0
2	04	01	06	1	002	04	4021	01	0
2	04	01	07	1	002	04	4021	01	0
2	04	01	11	1	002	04	4021	01	0
2	04	02	02	1	002	04	4021	01	0
2	04	08	10	1	002	04	4021	01	0
2	04	01	01	1	002	04	2020	01	0
2	04	01	05	1	002	04	2020	01	0
2	04	01	06	1	002	04	2020	01	0
2	04	01	07	1	002	04	2020	01	0
2	04	01	11	1	002	04	2020	01	0
2	04	08	10	1	002	04	2020	01	0
2	04	01	01	1	002	04	2059	01	0
2	04	01	05	1	002	04	2059	01	0
2	04	01	06	1	002	04	2059	01	0
2	04	01	07	1	002	04	2059	01	0
2	04	01	11	1	002	04	2059	01	0
2	04	02	02	1	002	04	2059	01	0
2	04	08	10	1	002	04	2059	01	0
2	04	01	01	1	002	04	2031	01	0
2	04	01	05	1	002	04	2031	01	0
2	04	01	06	1	002	04	2031	01	0
2	04	01	07	1	002	04	2031	01	0
2	04	02	208	1	003	04	4008	01	0
2	04	00	000	1	002	04	6036	01	0
2	04	00	000	1	003	04	6036	01	0
2	04	00	000	1	004	04	6036	01	0
2	04	00	000	1	005	04	6036	01	0
2	04	01	101	1	001	04	6036	01	0
2	04	01	101	1	002	04	6036	01	0
2	04	01	101	1	003	04	6036	01	0
2	04	01	101	1	004	04	6036	01	0
2	04	01	101	1	005	04	6036	01	0
2	04	01	102	1	001	04	6036	01	0
2	04	01	102	1	002	04	6036	01	0
2	04	01	102	1	003	04	6036	01	0
2	04	01	102	1	004	04	6036	01	0
2	04	01	102	1	005	04	6036	01	0
2	04	02	204	1	001	04	6036	01	0
2	04	02	204	1	002	04	6036	01	0
2	04	02	204	1	003	04	6036	01	0
2	04	02	204	1	004	04	6036	01	0
2	04	02	204	1	005	04	6036	01	0
2	04	02	208	1	001	04	6036	01	0
2	04	02	208	1	002	04	6036	01	0
2	04	02	208	1	003	04	6036	01	0
2	04	02	208	1	004	04	6036	01	0
2	04	02	208	1	005	04	6036	01	0
2	04	03	305	1	001	04	6036	01	0
2	04	03	305	1	002	04	6036	01	0
2	04	03	305	1	003	04	6036	01	0
2	04	03	305	1	004	04	6036	01	0
2	04	03	305	1	005	04	6036	01	0
2	04	04	403	1	001	04	6036	01	0
2	04	04	403	1	002	04	6036	01	0
2	04	04	403	1	003	04	6036	01	0
2	04	04	403	1	004	04	6036	01	0
2	04	04	403	1	005	04	6036	01	0
2	04	04	403	1	003	04	6101	01	0
2	04	04	403	1	004	04	6101	01	0
2	04	04	403	1	005	04	6101	01	0
2	04	04	405	1	001	04	6101	01	0
2	04	04	405	1	002	04	6101	01	0
2	04	04	405	1	003	04	6101	01	0
2	04	04	405	1	004	04	6101	01	0
2	04	04	405	1	005	04	6101	01	0
2	04	04	406	1	001	04	6101	01	0
2	04	04	406	1	002	04	6101	01	0
2	04	04	406	1	003	04	6101	01	0
2	04	04	406	1	004	04	6101	01	0
2	04	04	406	1	005	04	6101	01	0
2	04	04	407	1	001	04	6101	01	0
2	04	04	407	1	002	04	6101	01	0
2	04	04	407	1	003	04	6101	01	0
2	04	04	407	1	004	04	6101	01	0
2	04	04	407	1	005	04	6101	01	0
2	04	04	408	1	001	04	6101	01	0
2	04	04	408	1	002	04	6101	01	0
2	04	04	408	1	003	04	6101	01	0
2	04	04	408	1	004	04	6101	01	0
2	04	04	408	1	005	04	6101	01	0
2	04	05	510	1	001	04	6101	01	0
2	04	05	510	1	002	04	6101	01	0
2	04	05	510	1	003	04	6101	01	0
2	04	05	510	1	004	04	6101	01	0
2	04	05	510	1	005	04	6101	01	0
2	04	06	614	1	001	04	6101	01	0
2	04	06	614	1	002	04	6101	01	0
2	04	06	614	1	003	04	6101	01	0
2	04	06	614	1	004	04	6101	01	0
2	04	06	614	1	005	04	6101	01	0
2	04	07	001	1	001	04	6101	01	0
2	04	07	001	1	002	04	6101	01	0
2	04	07	001	1	003	04	6101	01	0
2	04	07	001	1	004	04	6101	01	0
2	04	07	001	1	005	04	6101	01	0
2	04	90	990	1	001	04	6101	01	0
2	04	90	990	1	002	04	6101	01	0
2	04	90	990	1	003	04	6101	01	0
2	04	90	990	1	004	04	6101	01	0
2	04	90	990	1	005	04	6101	01	0
2	04	90	991	1	001	04	6101	01	0
2	04	90	991	1	002	04	6101	01	0
2	04	90	991	1	003	04	6101	01	0
2	04	90	991	1	004	04	6101	01	0
2	04	90	991	1	005	04	6101	01	0
2	04	90	992	1	001	04	6101	01	0
2	04	90	992	1	002	04	6101	01	0
2	04	90	992	1	003	04	6101	01	0
2	04	90	992	1	004	04	6101	01	0
2	04	90	992	1	005	04	6101	01	0
2	04	91	991	1	001	04	6101	01	0
2	04	91	991	1	002	04	6101	01	0
2	04	91	991	1	003	04	6101	01	0
2	04	91	991	1	004	04	6101	01	0
2	04	91	991	1	005	04	6101	01	0
2	04	92	990	1	001	04	6101	01	0
2	04	92	990	1	002	04	6101	01	0
2	04	92	990	1	003	04	6101	01	0
2	04	92	990	1	004	04	6101	01	0
2	04	92	990	1	005	04	6101	01	0
2	04	01	05	1	002	04	2000	01	0
2	04	01	07	1	002	04	2015	01	0
2	04	01	11	1	002	04	2015	01	0
2	04	02	02	1	002	04	2015	01	0
2	04	08	10	1	002	04	2015	01	0
2	04	01	01	1	002	04	2046	01	0
2	04	01	05	1	002	04	2046	01	0
2	04	01	06	1	002	04	2046	01	0
2	04	01	07	1	002	04	2046	01	0
2	04	01	11	1	002	04	2046	01	0
2	04	02	02	1	002	04	2046	01	0
2	04	08	10	1	002	04	2046	01	0
2	04	01	01	1	002	04	4002	01	0
2	04	01	05	1	002	04	4002	01	0
2	04	01	06	1	002	04	4002	01	0
2	04	01	07	1	002	04	4002	01	0
2	04	01	11	1	002	04	4002	01	0
2	04	02	02	1	002	04	4002	01	0
2	04	08	10	1	002	04	4002	01	0
2	04	01	01	1	002	04	2067	01	0
2	04	01	05	1	002	04	2067	01	0
2	04	01	06	1	002	04	2067	01	0
2	04	01	07	1	002	04	2067	01	0
2	04	01	11	1	002	04	2067	01	0
2	04	02	02	1	002	04	2067	01	0
2	04	08	10	1	002	04	2067	01	0
2	04	01	01	1	002	04	2018	01	0
2	04	01	05	1	002	04	2018	01	0
2	04	01	06	1	002	04	2018	01	0
2	04	01	07	1	002	04	2018	01	0
2	04	01	11	1	002	04	2018	01	0
2	04	02	02	1	002	04	2018	01	0
2	04	08	10	1	002	04	2018	01	0
2	04	01	01	1	002	04	2044	01	0
2	04	01	05	1	002	04	2044	01	0
2	04	01	06	1	002	04	2044	01	0
2	04	01	07	1	002	04	2044	01	0
2	04	01	11	1	002	04	2044	01	0
2	04	02	02	1	002	04	2044	01	0
2	04	08	10	1	002	04	2044	01	0
2	04	01	01	1	002	04	2063	01	0
2	04	01	05	1	002	04	2063	01	0
2	04	01	06	1	002	04	2063	01	0
2	04	01	07	1	002	04	2063	01	0
2	04	01	11	1	002	04	2063	01	0
2	04	02	02	1	002	04	2063	01	0
2	04	08	10	1	002	04	2063	01	0
2	04	01	01	1	002	04	6027	01	0
2	04	01	05	1	002	04	6027	01	0
2	04	01	06	1	002	04	6027	01	0
2	04	01	07	1	002	04	6027	01	0
2	04	01	11	1	002	04	6027	01	0
2	04	02	02	1	002	04	6027	01	0
2	04	08	10	1	002	04	6027	01	0
2	04	01	01	1	002	04	6018	01	0
2	04	01	05	1	002	04	6018	01	0
2	04	01	06	1	002	04	6018	01	0
2	04	01	07	1	002	04	6018	01	0
2	04	01	11	1	002	04	6018	01	0
2	04	02	02	1	002	04	6018	01	0
2	04	08	10	1	002	04	6018	01	0
2	04	01	01	1	002	04	6115	01	0
2	04	01	05	1	002	04	6115	01	0
2	04	01	06	1	002	04	6115	01	0
2	04	01	07	1	002	04	6115	01	0
2	04	01	11	1	002	04	6115	01	0
2	04	02	02	1	002	04	6115	01	0
2	04	08	10	1	002	04	6115	01	0
2	04	01	01	1	002	04	4023	01	0
2	04	01	05	1	002	04	4023	01	0
2	04	01	06	1	002	04	4023	01	0
2	04	01	07	1	002	04	4023	01	0
2	04	04	408	1	004	04	6102	01	0
2	04	04	408	1	005	04	6102	01	0
2	04	05	510	1	001	04	6102	01	0
2	04	05	510	1	002	04	6102	01	0
2	04	05	510	1	003	04	6102	01	0
2	04	05	510	1	004	04	6102	01	0
2	04	05	510	1	005	04	6102	01	0
2	04	06	614	1	001	04	6102	01	0
2	04	06	614	1	002	04	6102	01	0
2	04	06	614	1	003	04	6102	01	0
2	04	06	614	1	004	04	6102	01	0
2	04	06	614	1	005	04	6102	01	0
2	04	07	001	1	001	04	6102	01	0
2	04	07	001	1	002	04	6102	01	0
2	04	07	001	1	003	04	6102	01	0
2	04	07	001	1	004	04	6102	01	0
2	04	07	001	1	005	04	6102	01	0
2	04	90	990	1	001	04	6102	01	0
2	04	90	990	1	002	04	6102	01	0
2	04	90	990	1	003	04	6102	01	0
2	04	90	990	1	004	04	6102	01	0
2	04	90	990	1	005	04	6102	01	0
2	04	90	991	1	001	04	6102	01	0
2	04	90	991	1	002	04	6102	01	0
2	04	90	991	1	003	04	6102	01	0
2	04	90	991	1	004	04	6102	01	0
2	04	90	991	1	005	04	6102	01	0
2	04	90	992	1	001	04	6102	01	0
2	04	01	101	1	003	04	2026	01	0
2	04	01	11	1	002	04	2031	01	0
2	04	02	02	1	002	04	2031	01	0
2	04	08	10	1	002	04	2031	01	0
2	04	01	01	1	002	04	4028	01	0
2	04	01	05	1	002	04	4028	01	0
2	04	01	06	1	002	04	4028	01	0
2	04	01	07	1	002	04	4028	01	0
2	04	01	11	1	002	04	4028	01	0
2	04	02	02	1	002	04	4028	01	0
2	04	08	10	1	002	04	4028	01	0
2	04	01	01	1	002	04	2034	01	0
2	04	01	05	1	002	04	2034	01	0
2	04	01	06	1	002	04	2034	01	0
2	04	01	07	1	002	04	2034	01	0
2	04	01	11	1	002	04	2034	01	0
2	04	02	02	1	002	04	2034	01	0
2	04	08	10	1	002	04	2034	01	0
2	04	01	01	1	002	04	3040	01	0
2	04	01	05	1	002	04	3040	01	0
2	04	01	06	1	002	04	3040	01	0
2	04	01	07	1	002	04	3040	01	0
2	04	01	11	1	002	04	3040	01	0
2	04	02	02	1	002	04	3040	01	0
2	04	08	10	1	002	04	3040	01	0
2	04	01	01	1	002	04	6009	01	0
2	04	01	05	1	002	04	6009	01	0
2	04	01	06	1	002	04	6009	01	0
2	04	01	07	1	002	04	6009	01	0
2	04	01	11	1	002	04	6009	01	0
2	04	02	02	1	002	04	6009	01	0
2	04	08	10	1	002	04	6009	01	0
2	04	01	05	1	002	04	5001	01	0
2	04	01	06	1	002	04	5001	01	0
2	04	90	991	1	002	04	6036	01	0
2	04	90	991	1	003	04	6036	01	0
2	04	90	991	1	004	04	6036	01	0
2	04	90	991	1	005	04	6036	01	0
2	04	90	992	1	001	04	6036	01	0
2	04	90	992	1	002	04	6036	01	0
2	04	90	992	1	003	04	6036	01	0
2	04	90	992	1	004	04	6036	01	0
2	04	90	992	1	005	04	6036	01	0
2	04	91	991	1	001	04	6036	01	0
2	04	91	991	1	002	04	6036	01	0
2	04	91	991	1	003	04	6036	01	0
2	04	91	991	1	004	04	6036	01	0
2	04	91	991	1	005	04	6036	01	0
2	04	92	990	1	001	04	6036	01	0
2	04	92	990	1	002	04	6036	01	0
2	04	92	990	1	003	04	6036	01	0
2	04	92	990	1	004	04	6036	01	0
2	04	92	990	1	005	04	6036	01	0
2	04	91	991	1	003	04	2230	01	0
2	04	91	991	1	004	04	2230	01	0
2	04	91	991	1	005	04	2230	01	0
2	04	92	990	1	001	04	2230	01	0
2	04	92	990	1	002	04	2230	01	0
2	04	92	990	1	003	04	2230	01	0
2	04	92	990	1	004	04	2230	01	0
2	04	92	990	1	005	04	2230	01	0
2	04	00	000	1	001	04	2231	01	0
2	04	00	000	1	002	04	2231	01	0
2	04	00	000	1	003	04	2231	01	0
2	04	00	000	1	004	04	2231	01	0
2	04	00	000	1	005	04	2231	01	0
2	04	01	101	1	001	04	2231	01	0
2	04	01	101	1	002	04	2231	01	0
2	04	01	101	1	003	04	2231	01	0
2	04	01	101	1	004	04	2231	01	0
2	04	01	101	1	005	04	2231	01	0
2	04	01	102	1	001	04	2231	01	0
2	04	01	102	1	002	04	2231	01	0
2	04	01	102	1	003	04	2231	01	0
2	04	01	102	1	004	04	2231	01	0
2	04	01	102	1	005	04	2231	01	0
2	04	02	204	1	001	04	2231	01	0
2	04	02	204	1	002	04	2231	01	0
2	04	02	204	1	003	04	2231	01	0
2	04	02	204	1	004	04	2231	01	0
2	04	02	204	1	005	04	2231	01	0
2	04	02	208	1	001	04	2231	01	0
2	04	02	208	1	002	04	2231	01	0
2	04	02	208	1	003	04	2231	01	0
2	04	02	208	1	004	04	2231	01	0
2	04	02	208	1	005	04	2231	01	0
2	04	03	305	1	001	04	2231	01	0
2	04	03	305	1	002	04	2231	01	0
2	04	03	305	1	003	04	2231	01	0
2	04	03	305	1	004	04	2231	01	0
2	04	03	305	1	005	04	2231	01	0
2	04	04	403	1	001	04	2231	01	0
2	04	04	403	1	002	04	2231	01	0
2	04	04	403	1	003	04	2231	01	0
2	04	04	403	1	004	04	2231	01	0
2	04	04	403	1	005	04	2231	01	0
2	04	04	405	1	001	04	2231	01	0
2	04	04	405	1	002	04	2231	01	0
2	04	04	405	1	003	04	2231	01	0
2	04	04	405	1	004	04	2231	01	0
2	04	04	405	1	005	04	2231	01	0
2	04	04	406	1	001	04	2231	01	0
2	04	04	406	1	002	04	2231	01	0
2	04	04	406	1	003	04	2231	01	0
2	04	90	992	1	003	04	2110	01	0
2	04	90	992	1	004	04	2110	01	0
2	04	90	992	1	005	04	2110	01	0
2	04	91	991	1	001	04	2110	01	0
2	04	91	991	1	002	04	2110	01	0
2	04	91	991	1	003	04	2110	01	0
2	04	91	991	1	004	04	2110	01	0
2	04	91	991	1	005	04	2110	01	0
2	04	92	990	1	001	04	2110	01	0
2	04	92	990	1	002	04	2110	01	0
2	04	92	990	1	003	04	2110	01	0
2	04	92	990	1	004	04	2110	01	0
2	04	92	990	1	005	04	2110	01	0
2	04	00	000	1	001	04	6094	01	0
2	04	00	000	1	002	04	6094	01	0
2	04	00	000	1	003	04	6094	01	0
2	04	00	000	1	004	04	6094	01	0
2	04	00	000	1	005	04	6094	01	0
2	04	01	101	1	001	04	6094	01	0
2	04	01	101	1	002	04	6094	01	0
2	04	01	101	1	003	04	6094	01	0
2	04	01	101	1	004	04	6094	01	0
2	04	01	101	1	005	04	6094	01	0
2	04	01	102	1	001	04	6094	01	0
2	04	01	102	1	002	04	6094	01	0
2	04	01	102	1	003	04	6094	01	0
2	04	01	102	1	004	04	6094	01	0
2	04	01	102	1	005	04	6094	01	0
2	04	02	204	1	001	04	6094	01	0
2	04	02	204	1	002	04	6094	01	0
2	04	02	204	1	003	04	6094	01	0
2	04	02	204	1	004	04	6094	01	0
2	04	02	204	1	005	04	6094	01	0
2	04	02	208	1	001	04	6094	01	0
2	04	02	208	1	002	04	6094	01	0
2	04	02	208	1	003	04	6094	01	0
2	04	02	208	1	004	04	6094	01	0
2	04	02	208	1	005	04	6094	01	0
2	04	03	305	1	001	04	6094	01	0
2	04	03	305	1	002	04	6094	01	0
2	04	03	305	1	003	04	6094	01	0
2	04	03	305	1	004	04	6094	01	0
