CPERSONA_COMPANIA	CSUBSISTEMA	CGRUPOPRODUCTO	CPRODUCTO	CTIPOBANCA	CESTATUSCUENTA	CSUBSISTEMA_TRANSACCION	CTRANSACCION	VERSIONTRANSACCION	VERSIONCONTROL
2	04	01	07	1	002	04	7157	01	0
2	04	01	06	1	002	04	7157	01	0
2	04	00	000	1	001	04	3020	01	0
2	04	00	000	1	001	04	5074	01	0
2	04	00	000	1	001	04	7311	01	0
2	04	00	000	1	002	04	7311	01	0
2	04	01	01	1	002	04	3157	01	0
2	04	10	01	1	002	04	3020	01	0
2	04	10	02	1	002	04	3020	01	0
2	04	10	03	1	002	04	3020	01	0
2	04	00	000	1	002	04	3024	01	0
2	04	90	990	1	001	04	3024	01	0
2	04	90	990	1	002	04	3024	01	0
2	04	90	990	1	003	04	3024	01	0
2	04	90	990	1	004	04	3024	01	0
2	04	90	990	1	005	04	3024	01	0
2	04	90	991	1	001	04	3024	01	0
2	04	90	991	1	002	04	3024	01	0
2	04	90	991	1	003	04	3024	01	0
2	04	90	991	1	004	04	3024	01	0
2	04	90	991	1	005	04	3024	01	0
2	04	90	992	1	001	04	3024	01	0
2	04	90	992	1	002	04	3024	01	0
2	04	90	992	1	003	04	3024	01	0
2	04	90	992	1	004	04	3024	01	0
2	04	90	992	1	005	04	3024	01	0
2	04	91	991	1	001	04	3024	01	0
2	04	91	991	1	002	04	3024	01	0
2	04	91	991	1	003	04	3024	01	0
2	04	91	991	1	004	04	3024	01	0
2	04	91	991	1	005	04	3024	01	0
2	04	00	000	1	001	04	3024	01	0
2	04	00	000	1	001	04	4055	01	0
2	04	00	000	1	001	04	3157	01	0
2	04	00	000	1	001	04	7222	01	0
2	04	00	000	1	001	04	7178	01	0
2	04	01	101	1	002	04	7311	01	0
2	04	01	102	1	002	04	7311	01	0
2	04	02	204	1	002	04	7311	01	0
2	04	02	208	1	002	04	7311	01	0
2	04	03	305	1	002	04	7311	01	0
2	04	04	403	1	002	04	7311	01	0
2	04	04	405	1	002	04	7311	01	0
2	04	04	406	1	002	04	7311	01	0
2	04	04	407	1	002	04	7311	01	0
2	04	04	408	1	002	04	7311	01	0
2	04	05	510	1	002	04	7311	01	0
2	04	06	614	1	002	04	7311	01	0
2	04	07	001	1	002	04	7311	01	0
2	04	07	03	1	002	04	7311	01	0
2	04	01	01	1	002	04	6143	01	0
2	04	01	05	1	002	04	6143	01	0
2	04	01	06	1	002	04	6143	01	0
2	04	01	07	1	002	04	6143	01	0
2	04	01	11	1	002	04	6143	01	0
2	04	02	02	1	002	04	6143	01	0
2	04	08	10	1	002	04	6143	01	0
2	04	00	000	1	001	04	6143	01	0
2	04	00	000	1	002	04	6143	01	0
2	04	00	000	1	003	04	6143	01	0
2	04	00	000	1	004	04	6143	01	0
2	04	00	000	1	005	04	6143	01	0
2	04	01	101	1	001	04	6143	01	0
2	04	01	101	1	002	04	6143	01	0
2	04	01	101	1	003	04	6143	01	0
2	04	01	101	1	004	04	6143	01	0
2	04	01	101	1	005	04	6143	01	0
2	04	01	102	1	001	04	6143	01	0
2	04	01	102	1	002	04	6143	01	0
2	04	01	102	1	003	04	6143	01	0
2	04	01	102	1	004	04	6143	01	0
2	04	01	102	1	005	04	6143	01	0
2	04	02	204	1	001	04	6143	01	0
2	04	02	204	1	002	04	6143	01	0
2	04	02	204	1	003	04	6143	01	0
2	04	02	204	1	004	04	6143	01	0
2	04	02	204	1	005	04	6143	01	0
2	04	02	208	1	001	04	6143	01	0
2	04	02	208	1	002	04	6143	01	0
2	04	02	208	1	003	04	6143	01	0
2	04	02	208	1	004	04	6143	01	0
2	04	04	406	1	005	04	2001	01	0
2	04	04	407	1	001	04	2001	01	0
2	04	04	407	1	002	04	2001	01	0
2	04	04	407	1	003	04	2001	01	0
2	04	04	407	1	004	04	2001	01	0
2	04	04	407	1	005	04	2001	01	0
2	04	04	408	1	001	04	2001	01	0
2	04	04	408	1	002	04	2001	01	0
2	04	04	408	1	003	04	2001	01	0
2	04	04	408	1	004	04	2001	01	0
2	04	04	408	1	005	04	2001	01	0
2	04	05	510	1	001	04	2001	01	0
2	04	05	510	1	002	04	2001	01	0
2	04	05	510	1	003	04	2001	01	0
2	04	05	510	1	004	04	2001	01	0
2	04	05	510	1	005	04	2001	01	0
2	04	06	614	1	001	04	2001	01	0
2	04	06	614	1	002	04	2001	01	0
2	04	06	614	1	003	04	2001	01	0
2	04	06	614	1	004	04	2001	01	0
2	04	06	614	1	005	04	2001	01	0
2	04	07	001	1	001	04	2001	01	0
2	04	07	001	1	002	04	2001	01	0
2	04	07	001	1	003	04	2001	01	0
2	04	07	001	1	004	04	2001	01	0
2	04	07	001	1	005	04	2001	01	0
2	04	90	990	1	001	04	2001	01	0
2	04	05	510	1	001	04	2013	01	0
2	04	05	510	1	002	04	2013	01	0
2	04	05	510	1	003	04	2013	01	0
2	04	05	510	1	004	04	2013	01	0
2	04	05	510	1	005	04	2013	01	0
2	04	06	614	1	001	04	2013	01	0
2	04	06	614	1	002	04	2013	01	0
2	04	06	614	1	003	04	2013	01	0
2	04	06	614	1	004	04	2013	01	0
2	04	06	614	1	005	04	2013	01	0
2	04	07	001	1	001	04	2013	01	0
2	04	07	001	1	002	04	2013	01	0
2	04	07	001	1	003	04	2013	01	0
2	04	07	001	1	004	04	2013	01	0
2	04	07	001	1	005	04	2013	01	0
2	04	90	990	1	001	04	2013	01	0
2	04	90	990	1	002	04	2013	01	0
2	04	90	990	1	003	04	2013	01	0
2	04	90	990	1	004	04	2013	01	0
2	04	90	990	1	005	04	2013	01	0
2	04	90	991	1	001	04	2013	01	0
2	04	90	991	1	002	04	2013	01	0
2	04	90	991	1	003	04	2013	01	0
2	04	90	991	1	004	04	2013	01	0
2	04	90	991	1	005	04	2013	01	0
2	04	90	992	1	001	04	2013	01	0
2	04	90	992	1	002	04	2013	01	0
2	04	90	992	1	003	04	2013	01	0
2	04	90	992	1	004	04	2013	01	0
2	04	90	992	1	005	04	2013	01	0
2	04	91	991	1	001	04	2013	01	0
2	04	91	991	1	002	04	2013	01	0
2	04	91	991	1	003	04	2013	01	0
2	04	91	991	1	004	04	2013	01	0
2	04	91	991	1	005	04	2013	01	0
2	04	92	990	1	001	04	2013	01	0
2	04	92	990	1	002	04	2013	01	0
2	04	92	990	1	003	04	2013	01	0
2	04	92	990	1	004	04	2013	01	0
2	04	92	990	1	005	04	2013	01	0
2	04	00	000	1	001	04	6039	01	0
2	04	00	000	1	002	04	6039	01	0
2	04	00	000	1	003	04	6039	01	0
2	04	00	000	1	004	04	6039	01	0
2	04	00	000	1	005	04	6039	01	0
2	04	01	101	1	001	04	6039	01	0
2	04	01	101	1	002	04	6039	01	0
2	04	01	101	1	003	04	6039	01	0
2	04	01	101	1	004	04	6039	01	0
2	04	01	101	1	005	04	6039	01	0
2	04	01	102	1	001	04	6039	01	0
2	04	01	102	1	002	04	6039	01	0
2	04	01	102	1	003	04	6039	01	0
2	04	01	102	1	004	04	6039	01	0
2	04	01	102	1	005	04	6039	01	0
2	04	02	204	1	001	04	6039	01	0
2	04	02	204	1	002	04	6039	01	0
2	04	02	204	1	003	04	6039	01	0
2	04	02	204	1	004	04	6039	01	0
2	04	02	204	1	005	04	6039	01	0
2	04	02	208	1	001	04	6039	01	0
2	04	02	208	1	002	04	6039	01	0
2	04	02	208	1	003	04	6039	01	0
2	04	02	208	1	004	04	6039	01	0
2	04	02	208	1	005	04	6039	01	0
2	04	03	305	1	001	04	6039	01	0
2	04	03	305	1	002	04	6039	01	0
2	04	03	305	1	003	04	6039	01	0
2	04	03	305	1	004	04	6039	01	0
2	04	03	305	1	005	04	6039	01	0
2	04	04	403	1	001	04	6039	01	0
2	04	04	403	1	002	04	6039	01	0
2	04	04	403	1	003	04	6039	01	0
2	04	04	403	1	004	04	6039	01	0
2	04	04	403	1	005	04	6039	01	0
2	04	04	405	1	001	04	6039	01	0
2	04	04	405	1	002	04	6039	01	0
2	04	04	405	1	003	04	6039	01	0
2	04	04	405	1	004	04	6039	01	0
2	04	04	405	1	005	04	6039	01	0
2	04	04	406	1	001	04	6039	01	0
2	04	04	406	1	002	04	6039	01	0
2	04	04	406	1	003	04	6039	01	0
2	04	04	406	1	004	04	6039	01	0
2	04	04	406	1	005	04	6039	01	0
2	04	04	407	1	001	04	6039	01	0
2	04	04	407	1	002	04	6039	01	0
2	04	04	407	1	003	04	6039	01	0
2	04	04	407	1	004	04	6039	01	0
2	04	04	407	1	005	04	6039	01	0
2	04	04	408	1	001	04	6039	01	0
2	04	04	408	1	002	04	6039	01	0
2	04	04	408	1	003	04	6039	01	0
2	04	04	408	1	004	04	6039	01	0
2	04	04	408	1	005	04	6039	01	0
2	04	05	510	1	001	04	6039	01	0
2	04	05	510	1	002	04	6039	01	0
2	04	05	510	1	003	04	6039	01	0
2	04	05	510	1	004	04	6039	01	0
2	04	05	510	1	005	04	6039	01	0
2	04	06	614	1	001	04	6039	01	0
2	04	06	614	1	002	04	6039	01	0
2	04	06	614	1	003	04	6039	01	0
2	04	06	614	1	004	04	6039	01	0
2	04	06	614	1	005	04	6039	01	0
2	04	07	001	1	001	04	6039	01	0
2	04	07	001	1	002	04	6039	01	0
2	04	07	001	1	003	04	6039	01	0
2	04	07	001	1	004	04	6039	01	0
2	04	07	001	1	005	04	6039	01	0
2	04	90	990	1	001	04	6039	01	0
2	04	90	990	1	002	04	6039	01	0
2	04	90	990	1	003	04	6039	01	0
2	04	90	990	1	004	04	6039	01	0
2	04	90	990	1	005	04	6039	01	0
2	04	90	991	1	001	04	6039	01	0
2	04	90	991	1	002	04	6039	01	0
2	04	90	991	1	003	04	6039	01	0
2	04	90	991	1	004	04	6039	01	0
2	04	90	991	1	005	04	6039	01	0
2	04	90	992	1	001	04	6039	01	0
2	04	90	992	1	002	04	6039	01	0
2	04	90	992	1	003	04	6039	01	0
2	04	04	406	1	005	04	5002	01	0
2	04	04	407	1	001	04	5002	01	0
2	04	04	407	1	002	04	5002	01	0
2	04	04	407	1	003	04	5002	01	0
2	04	04	407	1	004	04	5002	01	0
2	04	04	407	1	005	04	5002	01	0
2	04	04	408	1	001	04	5002	01	0
2	04	04	408	1	002	04	5002	01	0
2	04	04	408	1	003	04	5002	01	0
2	04	04	408	1	004	04	5002	01	0
2	04	04	408	1	005	04	5002	01	0
2	04	05	510	1	001	04	5002	01	0
2	04	05	510	1	002	04	5002	01	0
2	04	05	510	1	003	04	5002	01	0
2	04	05	510	1	004	04	5002	01	0
2	04	05	510	1	005	04	5002	01	0
2	04	06	614	1	001	04	5002	01	0
2	04	06	614	1	002	04	5002	01	0
2	04	06	614	1	003	04	5002	01	0
2	04	06	614	1	004	04	5002	01	0
2	04	06	614	1	005	04	5002	01	0
2	04	07	001	1	001	04	5002	01	0
2	04	07	001	1	002	04	5002	01	0
2	04	07	001	1	003	04	5002	01	0
2	04	07	001	1	004	04	5002	01	0
2	04	07	001	1	005	04	5002	01	0
2	04	90	990	1	001	04	5002	01	0
2	04	90	990	1	002	04	5002	01	0
2	04	90	990	1	003	04	5002	01	0
2	04	90	990	1	004	04	5002	01	0
2	04	90	990	1	005	04	5002	01	0
2	04	90	991	1	001	04	5002	01	0
2	04	90	991	1	002	04	5002	01	0
2	04	90	991	1	003	04	5002	01	0
2	04	90	991	1	004	04	5002	01	0
2	04	90	991	1	005	04	5002	01	0
2	04	90	992	1	001	04	5002	01	0
2	04	90	992	1	002	04	5002	01	0
2	04	90	992	1	003	04	5002	01	0
2	04	90	992	1	004	04	5002	01	0
2	04	90	992	1	005	04	5002	01	0
2	04	91	991	1	001	04	5002	01	0
2	04	91	991	1	002	04	5002	01	0
2	04	91	991	1	003	04	5002	01	0
2	04	91	991	1	004	04	5002	01	0
2	04	91	991	1	005	04	5002	01	0
2	04	02	208	1	005	04	6143	01	0
2	04	03	305	1	001	04	6143	01	0
2	04	03	305	1	002	04	6143	01	0
2	04	03	305	1	003	04	6143	01	0
2	04	03	305	1	004	04	6143	01	0
2	04	03	305	1	005	04	6143	01	0
2	04	04	403	1	001	04	6143	01	0
2	04	04	403	1	002	04	6143	01	0
2	04	04	403	1	003	04	6143	01	0
2	04	04	403	1	004	04	6143	01	0
2	04	04	403	1	005	04	6143	01	0
2	04	04	405	1	001	04	6143	01	0
2	04	04	405	1	002	04	6143	01	0
2	04	04	405	1	003	04	6143	01	0
2	04	04	405	1	004	04	6143	01	0
2	04	04	405	1	005	04	6143	01	0
2	04	04	406	1	001	04	6143	01	0
2	04	04	406	1	002	04	6143	01	0
2	04	04	406	1	003	04	6143	01	0
2	04	04	406	1	004	04	6143	01	0
2	04	04	406	1	005	04	6143	01	0
2	04	04	407	1	001	04	6143	01	0
2	04	04	407	1	002	04	6143	01	0
2	04	04	407	1	003	04	6143	01	0
2	04	04	407	1	004	04	6143	01	0
2	04	04	407	1	005	04	6143	01	0
2	04	04	408	1	001	04	6143	01	0
2	04	04	408	1	002	04	6143	01	0
2	04	04	408	1	003	04	6143	01	0
2	04	00	000	1	001	04	5058	01	0
2	04	00	000	1	002	04	5058	01	0
2	04	00	000	1	003	04	5058	01	0
2	04	00	000	1	004	04	5058	01	0
2	04	00	000	1	005	04	5058	01	0
2	04	01	101	1	001	04	5058	01	0
2	04	01	101	1	002	04	5058	01	0
2	04	01	101	1	003	04	5058	01	0
2	04	01	101	1	004	04	5058	01	0
2	04	01	101	1	005	04	5058	01	0
2	04	01	102	1	001	04	5058	01	0
2	04	01	102	1	002	04	5058	01	0
2	04	01	102	1	003	04	5058	01	0
2	04	01	102	1	004	04	5058	01	0
2	04	01	102	1	005	04	5058	01	0
2	04	02	204	1	001	04	5058	01	0
2	04	02	204	1	002	04	5058	01	0
2	04	02	204	1	003	04	5058	01	0
2	04	02	204	1	004	04	5058	01	0
2	04	02	204	1	005	04	5058	01	0
2	04	02	208	1	001	04	5058	01	0
2	04	02	208	1	002	04	5058	01	0
2	04	02	208	1	003	04	5058	01	0
2	04	02	208	1	004	04	5058	01	0
2	04	02	208	1	005	04	5058	01	0
2	04	03	305	1	001	04	5058	01	0
2	04	03	305	1	002	04	5058	01	0
2	04	03	305	1	003	04	5058	01	0
2	04	03	305	1	004	04	5058	01	0
2	04	03	305	1	005	04	5058	01	0
2	04	04	403	1	001	04	5058	01	0
2	04	04	403	1	002	04	5058	01	0
2	04	04	403	1	003	04	5058	01	0
2	04	04	403	1	004	04	5058	01	0
2	04	04	403	1	005	04	5058	01	0
2	04	04	405	1	001	04	5058	01	0
2	04	04	405	1	002	04	5058	01	0
2	04	04	405	1	003	04	5058	01	0
2	04	04	405	1	004	04	5058	01	0
2	04	04	405	1	005	04	5058	01	0
2	04	04	406	1	001	04	5058	01	0
2	04	04	406	1	002	04	5058	01	0
2	04	04	406	1	003	04	5058	01	0
2	04	04	406	1	004	04	5058	01	0
2	04	04	406	1	005	04	5058	01	0
2	04	04	407	1	001	04	5058	01	0
2	04	04	407	1	002	04	5058	01	0
2	04	04	407	1	003	04	5058	01	0
2	04	04	407	1	004	04	5058	01	0
2	04	04	407	1	005	04	5058	01	0
2	04	04	408	1	001	04	5058	01	0
2	04	04	408	1	002	04	5058	01	0
2	04	04	408	1	003	04	5058	01	0
2	04	04	408	1	004	04	5058	01	0
2	04	04	408	1	005	04	5058	01	0
2	04	05	510	1	001	04	5058	01	0
2	04	05	510	1	002	04	5058	01	0
2	04	05	510	1	003	04	5058	01	0
2	04	05	510	1	004	04	5058	01	0
2	04	05	510	1	005	04	5058	01	0
2	04	06	614	1	001	04	5058	01	0
2	04	06	614	1	002	04	5058	01	0
2	04	06	614	1	003	04	5058	01	0
2	04	06	614	1	004	04	5058	01	0
2	04	06	614	1	005	04	5058	01	0
2	04	07	001	1	001	04	5058	01	0
2	04	07	001	1	002	04	5058	01	0
2	04	07	001	1	003	04	5058	01	0
2	04	07	001	1	004	04	5058	01	0
2	04	07	001	1	005	04	5058	01	0
2	04	90	990	1	001	04	5058	01	0
2	04	90	990	1	002	04	5058	01	0
2	04	90	990	1	003	04	5058	01	0
2	04	90	990	1	004	04	5058	01	0
2	04	90	990	1	005	04	5058	01	0
2	04	90	991	1	001	04	5058	01	0
2	04	90	991	1	002	04	5058	01	0
2	04	90	991	1	003	04	5058	01	0
2	04	90	991	1	004	04	5058	01	0
2	04	90	991	1	005	04	5058	01	0
2	04	90	992	1	001	04	5058	01	0
2	04	90	992	1	002	04	5058	01	0
2	04	90	992	1	003	04	5058	01	0
2	04	90	992	1	004	04	5058	01	0
2	04	90	992	1	005	04	5058	01	0
2	04	91	991	1	001	04	5058	01	0
2	04	91	991	1	002	04	5058	01	0
2	04	91	991	1	003	04	5058	01	0
2	04	04	408	1	004	04	6143	01	0
2	04	04	408	1	005	04	6143	01	0
2	04	05	510	1	001	04	6143	01	0
2	04	05	510	1	002	04	6143	01	0
2	04	05	510	1	003	04	6143	01	0
2	04	05	510	1	004	04	6143	01	0
2	04	05	510	1	005	04	6143	01	0
2	04	06	614	1	001	04	6143	01	0
2	04	06	614	1	002	04	6143	01	0
2	04	06	614	1	003	04	6143	01	0
2	04	06	614	1	004	04	6143	01	0
2	04	06	614	1	005	04	6143	01	0
2	04	07	001	1	001	04	6143	01	0
2	04	07	001	1	002	04	6143	01	0
2	04	07	001	1	003	04	6143	01	0
2	04	07	001	1	004	04	6143	01	0
2	04	07	001	1	005	04	6143	01	0
2	04	90	990	1	001	04	6143	01	0
2	04	90	990	1	002	04	6143	01	0
2	04	90	990	1	003	04	6143	01	0
2	04	90	990	1	004	04	6143	01	0
2	04	90	990	1	005	04	6143	01	0
2	04	90	991	1	001	04	6143	01	0
2	04	90	991	1	002	04	6143	01	0
2	04	90	991	1	003	04	6143	01	0
2	04	90	991	1	004	04	6143	01	0
2	04	90	991	1	005	04	6143	01	0
2	04	90	992	1	001	04	6143	01	0
2	04	90	992	1	002	04	6143	01	0
2	04	90	992	1	003	04	6143	01	0
2	04	90	992	1	004	04	6143	01	0
2	04	90	992	1	005	04	6143	01	0
2	04	91	991	1	001	04	6143	01	0
2	04	91	991	1	002	04	6143	01	0
2	04	91	991	1	003	04	6143	01	0
2	04	91	991	1	004	04	6143	01	0
2	04	91	991	1	005	04	6143	01	0
2	04	92	990	1	001	04	6143	01	0
2	04	92	990	1	002	04	6143	01	0
2	04	92	990	1	003	04	6143	01	0
2	04	92	990	1	004	04	6143	01	0
2	04	92	990	1	005	04	6143	01	0
2	04	02	02	1	001	04	5063	01	0
2	04	02	02	1	002	04	5063	01	0
2	04	91	991	1	004	04	5058	01	0
2	04	91	991	1	005	04	5058	01	0
2	04	92	990	1	001	04	5058	01	0
2	04	92	990	1	002	04	5058	01	0
2	04	92	990	1	003	04	5058	01	0
2	04	92	990	1	004	04	5058	01	0
2	04	92	990	1	005	04	5058	01	0
2	04	10	01	1	002	04	6146	01	0
2	04	10	02	1	002	04	6146	01	0
2	04	10	03	1	002	04	6146	01	0
2	04	07	03	1	001	04	5063	01	0
2	04	07	03	1	002	04	5063	01	0
2	04	07	04	1	001	04	5063	01	0
2	04	07	04	1	002	04	5063	01	0
2	04	08	10	1	001	04	5063	01	0
2	04	90	990	1	001	04	6142	01	0
2	04	90	990	1	002	04	6142	01	0
2	04	90	990	1	003	04	6142	01	0
2	04	90	990	1	004	04	6142	01	0
2	04	90	990	1	005	04	6142	01	0
2	04	90	991	1	001	04	6142	01	0
2	04	90	991	1	002	04	6142	01	0
2	04	90	991	1	003	04	6142	01	0
2	04	90	991	1	004	04	6142	01	0
2	04	90	991	1	005	04	6142	01	0
2	04	90	992	1	001	04	6142	01	0
2	04	90	992	1	002	04	6142	01	0
2	04	90	992	1	003	04	6142	01	0
2	04	90	992	1	004	04	6142	01	0
2	04	00	000	1	001	04	5060	01	0
2	04	00	000	1	002	04	5060	01	0
2	04	00	000	1	003	04	5060	01	0
2	04	00	000	1	004	04	5060	01	0
2	04	00	000	1	005	04	5060	01	0
2	04	01	101	1	001	04	5060	01	0
2	04	92	990	1	001	04	5002	01	0
2	04	92	990	1	002	04	5002	01	0
2	04	92	990	1	003	04	5002	01	0
2	04	92	990	1	004	04	5002	01	0
2	04	92	990	1	005	04	5002	01	0
2	04	00	000	1	001	04	3040	01	0
2	04	00	000	1	002	04	3040	01	0
2	04	00	000	1	003	04	3040	01	0
2	04	00	000	1	004	04	3040	01	0
2	04	00	000	1	005	04	3040	01	0
2	04	01	101	1	001	04	3040	01	0
2	04	01	101	1	002	04	3040	01	0
2	04	01	101	1	003	04	3040	01	0
2	04	01	101	1	004	04	3040	01	0
2	04	01	101	1	005	04	3040	01	0
2	04	01	102	1	001	04	3040	01	0
2	04	01	102	1	002	04	3040	01	0
2	04	01	102	1	003	04	3040	01	0
2	04	01	102	1	004	04	3040	01	0
2	04	01	102	1	005	04	3040	01	0
2	04	02	204	1	001	04	3040	01	0
2	04	02	204	1	002	04	3040	01	0
2	04	02	204	1	003	04	3040	01	0
2	04	02	204	1	004	04	3040	01	0
2	04	02	204	1	005	04	3040	01	0
2	04	02	208	1	001	04	3040	01	0
2	04	02	208	1	002	04	3040	01	0
2	04	02	208	1	003	04	3040	01	0
2	04	02	208	1	004	04	3040	01	0
2	04	02	208	1	005	04	3040	01	0
2	04	03	305	1	001	04	3040	01	0
2	04	03	305	1	002	04	3040	01	0
2	04	03	305	1	003	04	3040	01	0
2	04	03	305	1	004	04	3040	01	0
2	04	03	305	1	005	04	3040	01	0
2	04	04	403	1	001	04	3040	01	0
2	04	04	403	1	002	04	3040	01	0
2	04	04	403	1	003	04	3040	01	0
2	04	04	403	1	004	04	3040	01	0
2	04	02	204	1	001	04	6064	01	0
2	04	02	204	1	002	04	6064	01	0
2	04	02	204	1	003	04	6064	01	0
2	04	02	204	1	004	04	6064	01	0
2	04	02	204	1	005	04	6064	01	0
2	04	02	208	1	001	04	6064	01	0
2	04	02	208	1	002	04	6064	01	0
2	04	02	208	1	003	04	6064	01	0
2	04	02	208	1	004	04	6064	01	0
2	04	02	208	1	005	04	6064	01	0
2	04	03	305	1	001	04	6064	01	0
2	04	03	305	1	002	04	6064	01	0
2	04	03	305	1	003	04	6064	01	0
2	04	03	305	1	004	04	6064	01	0
2	04	03	305	1	005	04	6064	01	0
2	04	04	403	1	001	04	6064	01	0
2	04	04	403	1	002	04	6064	01	0
2	04	04	403	1	003	04	6064	01	0
2	04	04	403	1	004	04	6064	01	0
2	04	04	403	1	005	04	6064	01	0
2	04	04	405	1	001	04	6064	01	0
2	04	04	405	1	002	04	6064	01	0
2	04	04	405	1	003	04	6064	01	0
2	04	04	405	1	004	04	6064	01	0
2	04	04	405	1	005	04	6064	01	0
2	04	04	406	1	001	04	6064	01	0
2	04	04	406	1	002	04	6064	01	0
2	04	04	406	1	003	04	6064	01	0
2	04	04	406	1	004	04	6064	01	0
2	04	04	406	1	005	04	6064	01	0
2	04	04	407	1	001	04	6064	01	0
2	04	04	407	1	002	04	6064	01	0
2	04	04	407	1	003	04	6064	01	0
2	04	04	407	1	004	04	6064	01	0
2	04	04	407	1	005	04	6064	01	0
2	04	00	000	1	005	04	6095	01	0
2	04	01	101	1	001	04	6095	01	0
2	04	01	101	1	002	04	6095	01	0
2	04	01	101	1	003	04	6095	01	0
2	04	01	101	1	004	04	6095	01	0
2	04	01	101	1	005	04	6095	01	0
2	04	01	102	1	001	04	6095	01	0
2	04	01	102	1	002	04	6095	01	0
2	04	01	102	1	003	04	6095	01	0
2	04	01	102	1	004	04	6095	01	0
2	04	01	102	1	005	04	6095	01	0
2	04	02	204	1	001	04	6095	01	0
2	04	02	204	1	002	04	6095	01	0
2	04	02	204	1	003	04	6095	01	0
2	04	02	204	1	004	04	6095	01	0
2	04	02	204	1	005	04	6095	01	0
2	04	02	208	1	001	04	6095	01	0
2	04	02	208	1	002	04	6095	01	0
2	04	02	208	1	003	04	6095	01	0
2	04	02	208	1	004	04	6095	01	0
2	04	02	208	1	005	04	6095	01	0
2	04	03	305	1	001	04	6095	01	0
2	04	03	305	1	002	04	6095	01	0
2	04	03	305	1	003	04	6095	01	0
2	04	03	305	1	004	04	6095	01	0
2	04	03	305	1	005	04	6095	01	0
2	04	04	403	1	001	04	6095	01	0
2	04	04	403	1	002	04	6095	01	0
2	04	04	403	1	003	04	6095	01	0
2	04	04	403	1	004	04	6095	01	0
2	04	04	403	1	005	04	6095	01	0
2	04	04	405	1	001	04	6095	01	0
2	04	04	405	1	002	04	6095	01	0
2	04	04	405	1	003	04	6095	01	0
2	04	04	405	1	004	04	6095	01	0
2	04	04	405	1	005	04	6095	01	0
2	04	04	406	1	001	04	6095	01	0
2	04	04	406	1	002	04	6095	01	0
2	04	04	406	1	003	04	6095	01	0
2	04	04	406	1	004	04	6095	01	0
2	04	04	406	1	005	04	6095	01	0
2	04	04	407	1	001	04	6095	01	0
2	04	04	407	1	002	04	6095	01	0
2	04	04	407	1	003	04	6095	01	0
2	04	04	407	1	004	04	6095	01	0
2	04	04	407	1	005	04	6095	01	0
2	04	04	408	1	001	04	6095	01	0
2	04	04	408	1	002	04	6095	01	0
2	04	04	408	1	003	04	6095	01	0
2	04	04	408	1	004	04	6095	01	0
2	04	04	408	1	005	04	6095	01	0
2	04	05	510	1	001	04	6095	01	0
2	04	05	510	1	002	04	6095	01	0
2	04	05	510	1	003	04	6095	01	0
2	04	05	510	1	004	04	6095	01	0
2	04	05	510	1	005	04	6095	01	0
2	04	06	614	1	001	04	6095	01	0
2	04	06	614	1	002	04	6095	01	0
2	04	06	614	1	003	04	6095	01	0
2	04	06	614	1	004	04	6095	01	0
2	04	06	614	1	005	04	6095	01	0
2	04	07	001	1	001	04	6095	01	0
2	04	04	403	1	005	04	3040	01	0
2	04	04	405	1	001	04	3040	01	0
2	04	04	405	1	002	04	3040	01	0
2	04	04	405	1	003	04	3040	01	0
2	04	04	405	1	004	04	3040	01	0
2	04	04	405	1	005	04	3040	01	0
2	04	04	406	1	001	04	3040	01	0
2	04	04	406	1	002	04	3040	01	0
2	04	04	406	1	003	04	3040	01	0
2	04	04	406	1	004	04	3040	01	0
2	04	04	406	1	005	04	3040	01	0
2	04	04	407	1	001	04	3040	01	0
2	04	04	407	1	002	04	3040	01	0
2	04	04	407	1	003	04	3040	01	0
2	04	04	406	1	001	04	6100	01	0
2	04	04	406	1	002	04	6100	01	0
2	04	04	406	1	003	04	6100	01	0
2	04	04	406	1	004	04	6100	01	0
2	04	04	406	1	005	04	6100	01	0
2	04	04	407	1	001	04	6100	01	0
2	04	04	407	1	002	04	6100	01	0
2	04	04	407	1	003	04	6100	01	0
2	04	04	407	1	004	04	6100	01	0
2	04	04	407	1	005	04	6100	01	0
2	04	04	408	1	001	04	6100	01	0
2	04	04	408	1	002	04	6100	01	0
2	04	04	408	1	003	04	6100	01	0
2	04	04	408	1	004	04	6100	01	0
2	04	04	408	1	005	04	6100	01	0
2	04	05	510	1	001	04	6100	01	0
2	04	05	510	1	002	04	6100	01	0
2	04	05	510	1	003	04	6100	01	0
2	04	05	510	1	004	04	6100	01	0
2	04	05	510	1	005	04	6100	01	0
2	04	06	614	1	001	04	6100	01	0
2	04	06	614	1	002	04	6100	01	0
2	04	06	614	1	003	04	6100	01	0
2	04	06	614	1	004	04	6100	01	0
2	04	06	614	1	005	04	6100	01	0
2	04	07	001	1	001	04	6100	01	0
2	04	07	001	1	002	04	6100	01	0
2	04	07	001	1	003	04	6100	01	0
2	04	07	001	1	004	04	6100	01	0
2	04	07	001	1	005	04	6100	01	0
2	04	90	990	1	001	04	6100	01	0
2	04	90	990	1	002	04	6100	01	0
2	04	90	990	1	003	04	6100	01	0
2	04	90	990	1	004	04	6100	01	0
2	04	90	990	1	005	04	6100	01	0
2	04	90	991	1	001	04	6100	01	0
2	04	90	991	1	002	04	6100	01	0
